crop,soil_type,season,temperature_c,humidity_pct,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,solar_radiation,wind_speed_kmh,field_area_ha,irrigation_needed,disease_risk,fertilizer_rec,yield_tons_ha
Rice,Laterite,Rabi,34.5,92.6,2286.1,7.86,82.1,49.9,64.7,48.5,12,13.8,43.32,0,High,Balanced NPK,4.2
Wheat,Red,Rabi,19.6,30.7,588.1,4.63,34.4,69.2,36,15.5,12.8,8.2,39.04,1,Low,Urea,2.92
Sugarcane,Black,Rabi,16.8,76.5,2427.2,5.97,121.8,13.8,16.4,76,24.7,3,19.98,0,High,"DAP, MOP",69.93
Cotton,Sandy Loam,Zaid,38.4,75.9,1241.6,5.45,43.5,56.7,63.9,17,27.3,11.7,42.36,0,High,Balanced NPK,1.11
Rice,Sandy Loam,Rabi,28.8,70.5,2375.1,6.29,39.4,35.7,14.2,69.8,20.7,0.1,2.82,0,High,"Urea, MOP",4.44
Sugarcane,Alluvial,Rabi,16.7,94.4,1756.7,4.79,72.5,20.5,19.2,10,15.8,10,39.21,0,High,MOP,68.92
Tomato,Alluvial,Kharif,44.8,50.3,893.6,8.32,74.9,35.2,20.9,71.8,17,2.6,10.73,0,Medium,Balanced NPK,24.87
Barley,Clay,Kharif,16.7,52.1,633.1,5.39,38,10.7,46.8,11.4,16.9,0.6,14.66,1,Low,"Urea, DAP",3.06
Soybean,Sandy Loam,Zaid,35.9,35.1,898.6,8.19,45.3,57.2,64,63,16.5,20.6,24.91,0,Medium,Balanced NPK,2.58
Groundnut,Black,Kharif,44.5,58.8,413.9,6.2,32.1,24,28.6,35.3,14.9,22.9,22.76,0,Medium,Urea,2
Wheat,Laterite,Kharif,22.2,47,530.9,8.44,103.4,28.4,11.4,61.7,22.2,5.2,26.27,1,Low,MOP,2.72
Wheat,Sandy Loam,Kharif,19.3,52.3,440.7,6.72,110.1,14.1,39.8,38.1,28,13.5,27.47,0,Low,DAP,3.47
Barley,Clay,Zaid,18.6,84.2,1172.8,8.22,70.1,69.8,61.1,15,16.1,6.9,16.91,1,Medium,Balanced NPK,3.36
Sugarcane,Clay,Zaid,24.1,90.8,2029.8,4.52,102.8,42,21.6,63.7,13.7,12.3,9.17,0,High,Balanced NPK,70.04
Wheat,Sandy Loam,Rabi,18,42.1,525.2,7.49,105.7,47.9,21.5,15,26.8,10.9,38.54,1,Low,Balanced NPK,2.8
Groundnut,Alluvial,Rabi,35.8,54.2,499.7,8.11,28,47.7,76,74.5,24.8,6.7,20.3,0,Medium,Urea,1.95
Sugarcane,Black,Kharif,16.9,90.4,1679.9,5.06,135.6,35.8,76.6,13.6,28.6,17.5,25.54,0,High,Balanced NPK,70.07
Maize,Sandy Loam,Rabi,30.3,34,653.5,4.88,116.7,19.4,79.3,43.6,13.3,3.2,32.41,0,Medium,DAP,4.87
Groundnut,Laterite,Rabi,44.9,36,424.5,6.2,36.6,60.9,65.6,60.6,12.9,1.3,45.53,1,Medium,Urea,1.99
Groundnut,Laterite,Zaid,39.4,40.6,583.8,8.23,34.2,14.5,19.1,37.5,20.8,19.2,35.52,1,Medium,"Urea, DAP, MOP",2.62
Rice,Red,Zaid,33.5,68.7,2324.6,6.67,26.3,12.8,20.9,25.2,22.3,16.6,2.75,0,High,"Urea, DAP",4.5
Sugarcane,Laterite,Rabi,24.2,39.8,2089.4,6.61,28,58.3,30.5,63.1,19.6,12.5,42.01,0,Medium,Urea,69.33
Maize,Sandy Loam,Rabi,33.7,92.9,1014.3,5.06,107.3,20.7,28.9,64.9,22,11.7,49.47,0,High,Balanced NPK,5.08
Rice,Sandy Loam,Rabi,30.8,59,1708.4,4.5,71.1,28,76.7,74.6,13.6,12.4,23.89,0,Medium,Balanced NPK,4.06
Tomato,Laterite,Kharif,27.8,62.6,1435.7,7.74,111.8,40.6,64.2,36.3,19.6,10.9,48.49,0,Low,Balanced NPK,24.77
Sugarcane,Alluvial,Zaid,18.9,46,1757.4,4.85,107,38.7,59.3,45.4,23.2,9.8,27.59,0,Medium,Balanced NPK,70.07
Rice,Black,Rabi,41.6,60.6,1770.1,7.04,88.6,58.1,18.9,35.4,18.7,12.5,23.25,0,High,MOP,4.55
Rice,Clay,Rabi,28.5,73,1646.1,8.16,99.2,51.8,73.2,28,23.6,13.2,16.9,1,High,Balanced NPK,5.11
Potato,Sandy Loam,Kharif,20.8,78.8,812,5.33,12.4,53.3,67.1,62.6,19,17.3,33.05,0,Medium,Urea,19.77
Wheat,Laterite,Zaid,26,79,289.7,7.16,50.5,58.6,17.3,33.8,16.7,17.8,11.88,0,Medium,MOP,2.8
Sugarcane,Clay,Kharif,27.4,67.6,1247.8,4.81,92.9,26.9,70.3,40,16.1,9.4,5.69,0,Low,Balanced NPK,69.13
Rice,Laterite,Kharif,39.8,88.8,2249.2,6.92,11.2,29.2,25.4,38.3,18.2,10.3,1.85,0,High,Urea,4.75
Rice,Sandy Loam,Rabi,37,83.1,1509.8,5.16,14.3,37.8,11.1,59.9,10.5,9.3,14.97,0,High,"Urea, MOP",4.12
Rice,Red,Kharif,38.1,79.2,2114.5,7.44,120.7,28.1,54.3,74.2,23.4,13.4,20.09,0,High,Balanced NPK,4.17
Sugarcane,Black,Kharif,15.3,33.6,2480.7,5.7,98.9,78.9,54,56.7,26.9,11.3,27.83,0,Medium,Balanced NPK,69.84
Wheat,Sandy Loam,Rabi,27.5,30.4,576.3,6.35,44.5,66.1,12.1,43,17.1,22.2,14.99,1,Low,MOP,3.48
Rice,Clay,Zaid,29.4,43.8,1791.1,6.9,99.4,17.3,28.9,64.5,10.9,17.4,49.21,0,Medium,DAP,4.4
Sugarcane,Laterite,Rabi,15.6,73.1,1750.9,5.19,113,5.4,79.5,54.9,29.7,22.5,14.94,0,High,DAP,69.7
Soybean,Red,Zaid,22.8,56.7,2453.9,7.47,49.9,8.2,55.9,14.2,15.3,17.7,22.33,0,Low,DAP,2.84
Rice,Sandy Loam,Kharif,37.8,56.2,2466.9,5.71,14.7,23.3,59.8,16.7,12.5,24.3,5.61,1,High,Urea,4.75
Barley,Black,Kharif,19.1,87.5,1779.4,7.15,131.3,13.6,21,12.7,17.4,15.9,13.4,0,High,DAP,3.32
Soybean,Red,Rabi,31.1,88.2,760.3,5.13,54.9,45,10.9,42,24.8,24.1,2.89,0,High,MOP,2.88
Potato,Clay,Rabi,21.5,89.1,2036.7,7.25,23.8,69.3,25.8,67.8,15.9,4,28.2,0,High,Urea,20.09
Wheat,Laterite,Rabi,15.4,50.4,446.2,5.01,73.9,60.3,23.7,31.9,21.5,1.3,37.68,0,Low,Balanced NPK,2.95
Sugarcane,Alluvial,Kharif,22.2,74.9,1995.6,6.2,109.9,21.2,22.6,36.9,18.3,14.5,10.19,0,High,Balanced NPK,70.48
Rice,Black,Kharif,44.3,47.7,2293.5,5.49,38.8,34.9,19.5,73.7,12.4,24.6,18.71,0,High,"Urea, MOP",4.82
Soybean,Red,Zaid,39,42.4,1080.5,7.49,45,43.1,48.1,68.6,16.6,10.4,1.32,0,Medium,Balanced NPK,3.03
Rice,Sandy Loam,Rabi,43.8,42,1650.5,5.55,41.6,65.8,29.6,56.6,24.5,5.3,42.06,0,High,Balanced NPK,4.51
Cotton,Sandy Loam,Kharif,29.6,52.2,1189.3,8.03,138.9,67.9,66.5,28.7,22.2,13,39.11,0,Low,Balanced NPK,1.66
Soybean,Red,Zaid,18.3,57.9,1206.9,8.07,35.7,73.2,18.8,18.2,12.4,16.2,3.63,0,Low,"Urea, MOP",2.2
Maize,Sandy Loam,Rabi,31.4,84,913.9,5.29,84.8,43.2,39.8,11.1,13.3,7.9,18.56,0,High,Balanced NPK,5.27
Rice,Red,Rabi,28.6,37.8,1952.9,6.96,130.3,57.1,6,17.5,22.8,17.9,47.79,1,Low,MOP,4.33
Rice,Black,Zaid,40.3,77.8,2353.2,4.85,29.1,13.4,41.1,30.5,26.3,24.4,19.91,0,High,"Urea, DAP",4.46
Sugarcane,Sandy Loam,Zaid,17.9,64.5,2363.7,6.07,136.2,47.4,9.2,48.6,17,22.4,26.55,0,Medium,MOP,70.26
Cotton,Black,Zaid,29.6,48.7,602,7.35,133.2,23.7,78.3,14.5,21.9,7.3,18.08,1,Low,Balanced NPK,1.76
Barley,Laterite,Kharif,19.5,62,2211.9,7.14,125,37.4,64.3,19.5,13.4,8.2,30.01,1,Medium,Balanced NPK,2.94
Soybean,Laterite,Rabi,24.7,49.5,1896.1,7,37.9,52.6,41.8,22.7,16.2,9.3,48.92,1,Medium,Urea,2.56
Maize,Laterite,Rabi,37.1,68.7,781.5,5.63,92.4,24.3,11.5,54.2,10.4,9.9,49.88,0,Medium,MOP,5.21
Tomato,Laterite,Zaid,29.3,58.2,354.8,6.01,108.9,8.9,49.4,53.1,25.4,2.5,38.85,0,Low,DAP,24.65
Barley,Sandy Loam,Kharif,26.3,40.7,816.4,4.91,138.2,5.8,61.9,48.6,18,19,20.51,0,Low,DAP,2.77
Rice,Red,Zaid,26.8,37.6,2298.1,7.38,33.5,6.7,19.3,27.5,26.3,9.1,24.97,1,Low,"Urea, DAP, MOP",4.31
Rice,Sandy Loam,Kharif,28.8,65.5,1656.3,6.52,109.6,5.6,47.6,36,24.2,22,18.16,0,Medium,DAP,4.23
Rice,Clay,Rabi,38.6,88.7,1858.4,7.34,54,13.3,66.1,16.8,26.6,23.2,49.29,0,High,DAP,4.24
Cotton,Sandy Loam,Rabi,41.8,52.4,791.5,5.5,32.8,23,62.6,25.9,15.7,0.6,35.53,0,Medium,Urea,1.51
Rice,Black,Kharif,43.7,77.6,1854.6,5.8,64.8,21.6,65.2,72.8,13.7,24.7,22.72,0,High,Balanced NPK,4.58
Maize,Red,Rabi,38.6,72.8,264.7,5.84,113.2,79,70.9,78.6,29.4,17.8,1.1,0,High,Balanced NPK,5.13
Potato,Alluvial,Rabi,24.5,90.6,1063.2,4.6,70.4,28,75.3,55.3,24.3,13,26.26,0,Medium,Balanced NPK,20.06
Rice,Alluvial,Zaid,35.6,83.4,1641.5,5.86,79.9,14.6,35.4,74.2,26.7,9.7,49.2,0,High,DAP,4.59
Tomato,Red,Kharif,28.1,66.8,536,7.71,139.4,45.9,47.7,55,10.3,13,26.39,0,Low,Balanced NPK,25.14
Tomato,Alluvial,Rabi,22.6,72.7,2092.9,8.09,61.9,69.3,64.3,12.3,17.1,8.1,9.53,0,High,Balanced NPK,24.78
Maize,Red,Rabi,40.2,88.4,740.6,6.57,90,55.9,57.3,79.8,24.9,15.6,1.59,0,High,Balanced NPK,5.21
Sugarcane,Black,Kharif,16.2,56,1700.2,6.32,57.5,27.2,79.7,16.9,11.6,2.3,18.06,0,Medium,Balanced NPK,69.12
Barley,Black,Rabi,42.1,51.2,1132,4.62,61.1,47.1,6,57.8,21.3,15.5,45.95,0,Medium,MOP,2.75
Rice,Sandy Loam,Kharif,28.8,30.7,1570.9,8.02,100.4,58.6,31.6,27.7,18.6,6.9,49.83,1,Low,Balanced NPK,4.58
Maize,Alluvial,Kharif,34.1,83.7,447.1,4.55,131.9,59.6,26.1,37.4,10.4,0.4,47.3,0,High,Balanced NPK,5.53
Maize,Red,Zaid,34.8,82.1,238.9,8.28,80.5,55,24.7,55.2,14.7,13.8,36.61,0,High,Balanced NPK,4.63
Rice,Black,Kharif,41.9,36.8,2292,6.46,109.9,70.3,21.7,40.6,15.7,14.5,28.13,0,Medium,Balanced NPK,4.18
Cotton,Sandy Loam,Zaid,34.1,67.5,820.1,5.87,21.6,70.3,58.2,27.5,12.2,10.7,29.74,0,Medium,Urea,1.1
Rice,Alluvial,Rabi,33.4,60.2,2085.3,8.2,37.5,48.4,11.4,33.4,22.6,1.8,27.18,0,Medium,"Urea, MOP",4.02
Sugarcane,Alluvial,Kharif,17,37.7,2498.5,4.6,75.3,37.2,60.6,33.9,14.8,22.3,35.5,0,Medium,Balanced NPK,69.31
Groundnut,Alluvial,Zaid,30.6,93.7,686.3,6.83,12.6,53.1,57,77.2,15.6,15.3,21.23,0,High,Urea,1.76
Potato,Black,Kharif,19.5,44,809.9,6.7,42.9,66.4,23.8,65.9,28,2.9,33.63,0,Low,Balanced NPK,19.66
Rice,Black,Rabi,37.1,34.4,1724.6,5.38,77.3,5.4,24,42.1,19.3,12.8,6.52,0,High,DAP,4.48
Rice,Alluvial,Zaid,30.4,68.7,2420.5,6.22,11.9,79.4,52.2,24,17.8,12.4,13.65,1,High,Urea,4.63
Rice,Black,Zaid,35.4,78,2306.4,7.11,44.4,18.7,62.2,66.8,24.5,1.5,41.88,0,High,DAP,4.47
Barley,Alluvial,Zaid,16.3,32.1,1356.6,7.41,76.8,40.3,70.7,21,28.2,15.2,45.24,1,Low,Balanced NPK,2.8
Sugarcane,Laterite,Rabi,17.5,72.8,2028.8,4.5,84.5,70.4,68.9,24.7,10.5,20.2,27.18,1,High,Balanced NPK,69.53
Maize,Black,Zaid,36.5,64.6,512.2,8.25,130.3,21.9,77.4,35.6,19,18.7,2.07,0,Medium,Balanced NPK,4.45
Sugarcane,Red,Rabi,17.2,36.7,2448.1,5.16,93.9,40.8,48.6,71.6,22.2,5.1,46.39,0,Medium,Balanced NPK,69.79
Sugarcane,Black,Rabi,17.1,41.2,2418,5.43,63.9,14.9,73.1,19.2,16.4,21.6,35.25,1,Low,DAP,69.5
Wheat,Alluvial,Kharif,15.4,66.9,576.6,5.55,130.9,34.6,65.6,18.6,25.4,8.6,20.99,1,Low,Balanced NPK,3.21
Maize,Red,Rabi,43.7,49.3,888.7,4.65,112,18.3,72.1,44.6,29.4,23.7,30.12,0,Medium,DAP,4.81
Cotton,Sandy Loam,Zaid,37.1,91,430.4,4.99,36,32.3,5.9,29.3,28.9,1.8,21.77,1,High,"Urea, MOP",1.71
Soybean,Red,Zaid,25.6,83.2,825,8.45,27,33,77.4,49.8,15.3,12.2,23.53,0,Medium,Urea,2.58
Sugarcane,Red,Rabi,23.9,93.9,2076.7,5.76,97.9,79.5,40.5,41.6,14.5,14.9,44.4,0,High,Balanced NPK,70.48
Barley,Black,Rabi,25.5,46.9,1070.1,4.96,82.8,79.6,64.9,40.4,29.1,6.2,8.47,0,Low,Balanced NPK,2.27
Maize,Clay,Kharif,38.2,93,403.3,4.93,112.7,13.6,14.5,17.8,19.2,19.3,5.63,1,High,"DAP, MOP",5.16
Maize,Red,Kharif,34.8,58,987.1,7.38,106,59.4,34.7,19.9,14.2,15.7,0.64,0,Medium,Balanced NPK,5.37
Tomato,Red,Zaid,20.6,52.6,2457.2,7.92,91.3,8.9,25.4,67.5,24.1,0.5,16.04,0,Medium,DAP,24.51
Sugarcane,Alluvial,Rabi,20.2,33.3,1648.3,5.53,138.2,7.3,26.9,72,15.7,15.2,7.8,0,Medium,DAP,70.29
Barley,Black,Zaid,18,33.4,1157.2,4.58,79.4,12.9,14.2,26.4,15.3,12.3,11.39,1,Low,"DAP, MOP",2.86
Cotton,Alluvial,Rabi,34.8,75,583,5.39,24.7,77.4,65.4,17.9,27.6,4.9,1.06,1,High,Urea,2.38
Rice,Black,Zaid,37.9,59.8,2468.2,4.73,117.7,75.6,5.7,13.7,13.2,24.9,11.75,0,High,MOP,5.14
Sugarcane,Sandy Loam,Zaid,23,44.7,2088,4.91,42.7,19.5,28.4,52.6,11.3,22.4,16.97,0,Medium,DAP,68.73
Potato,Clay,Zaid,15.6,69.9,847.4,6.23,111,17.1,18.1,60.1,15.4,7.3,2.06,0,Low,"DAP, MOP",19.99
Wheat,Red,Rabi,17.5,46.4,361.2,5.42,134.4,23,49.2,36.1,22.1,13.5,30.59,1,Low,Balanced NPK,3.27
Maize,Black,Kharif,44,67.5,330.2,6.56,100.6,43.7,24.1,57.6,12.5,7.9,28.66,0,Medium,Balanced NPK,5.18
Wheat,Red,Kharif,23.9,53.3,476.9,5.51,87.5,47.7,24.4,59.9,19.4,19.4,5.3,0,Low,Balanced NPK,3.25
Rice,Red,Rabi,38.1,83.5,1535.8,8.26,69.9,21.6,41.6,75.5,22.5,23.3,29.95,0,High,Balanced NPK,4.17
Rice,Laterite,Kharif,33.7,83.3,2336.2,8.12,57.4,61.7,54,14.5,27,9,49.93,0,High,Balanced NPK,4.15
Sugarcane,Alluvial,Zaid,26.5,61,1342.5,6.77,55.9,28.2,14.1,23.5,14.6,20.1,47.25,1,Low,MOP,69.24
Sugarcane,Clay,Rabi,21.2,52.8,2138.8,5.92,92.7,74.2,18.2,14.8,26.3,12.5,0.63,0,Medium,MOP,69.39
Sugarcane,Black,Rabi,18.6,53.6,1225.5,6.02,107.7,54.3,23.5,70.8,14.7,9.9,39.87,0,Low,Balanced NPK,69.72
Rice,Sandy Loam,Kharif,33.5,82.4,1829.7,6.15,98.2,37.7,78,65.5,23.5,23.5,18,0,High,Balanced NPK,4.86
Rice,Clay,Kharif,38.2,51.3,1883.3,7.41,35.8,64.2,34.8,50.2,18.6,12.8,3.65,0,Medium,Urea,4.67
Cotton,Laterite,Zaid,34.3,43.6,600.1,6.31,74.2,66.3,49.9,15.9,12.3,11.7,15.15,1,Medium,Balanced NPK,1.96
Maize,Alluvial,Rabi,30.9,35.5,1030.8,7.93,112.9,26.8,23.1,29.1,24.3,16.8,16.43,1,Medium,Balanced NPK,4.93
Barley,Sandy Loam,Kharif,16.3,60.3,1665.8,8.28,71.8,30.5,41.8,30.8,14.4,6.5,26.4,0,Low,Balanced NPK,2.76
Groundnut,Sandy Loam,Rabi,44.1,61.3,362.6,5.84,79.8,75.2,10.6,49.3,13.5,8.1,33.22,0,Medium,MOP,1.91
Maize,Red,Zaid,39,84.7,1031.5,6.74,110.2,17.4,7.6,28.1,17.2,23.3,37.58,0,High,"DAP, MOP",4.54
Sugarcane,Alluvial,Zaid,23.8,44.4,1430,4.88,96,8.2,40.2,15.1,23.1,17,12.67,1,Low,DAP,69.86
Rice,Laterite,Zaid,44.4,54.8,2491.3,5.3,63.2,39.1,34.9,61.2,14.7,20.7,16.43,0,High,Balanced NPK,4.72
Maize,Black,Rabi,33.1,82.5,1291.4,6.15,126.4,65.1,15.3,30.9,13.7,6.8,15.76,0,High,MOP,4.69
Rice,Black,Rabi,32.5,83.5,2076.9,5.32,31.1,62.9,56.6,41.7,10.2,13.6,18.46,0,High,Urea,4.1
Maize,Laterite,Rabi,37.4,55,1193.8,8.01,139.4,74,79.5,18.9,19.4,24.3,49.98,1,Medium,Balanced NPK,5.12
Rice,Red,Rabi,39.4,59.8,2031.7,5.13,25.5,45,34.7,66.2,18.6,8,39.01,0,Medium,Urea,4.54
Rice,Red,Rabi,34.7,49.7,1569.5,6.32,11.9,12.5,51.8,49.6,14.7,4,48.76,0,High,"Urea, DAP",4.67
Sugarcane,Sandy Loam,Zaid,18.8,90.6,2239.2,6.92,125.7,49.2,77.2,73.1,11.1,12.8,34.81,0,High,Balanced NPK,70.84
Soybean,Alluvial,Zaid,25.1,37.7,1145.2,7.27,41.8,63.4,67.4,44.7,18.6,9.7,20.61,0,Low,Balanced NPK,2.16
Rice,Sandy Loam,Zaid,42.8,90.7,1589.9,6.03,104.9,12,39.8,75.9,25.8,4,19.79,0,High,DAP,4.49
Tomato,Black,Kharif,21.7,74.5,1649,7.98,115.4,17.9,60.3,72.4,24.3,22.2,24.68,0,High,DAP,24.67
Tomato,Laterite,Zaid,26.2,64.6,1160,6.77,121.7,5.9,14.6,50.4,27.2,24.8,21.14,0,Low,"DAP, MOP",24.87
Tomato,Alluvial,Rabi,28,32.1,531.9,6.26,138.9,49.5,43.4,75.4,10.2,14.2,41.5,1,Low,Balanced NPK,25.08
Cotton,Laterite,Zaid,28.2,60.9,415.2,4.77,48.2,71.5,25.9,32.6,29.3,19.4,23.52,0,Low,Balanced NPK,2.21
Maize,Alluvial,Kharif,33.4,56.5,238.3,6.36,102.3,55.3,17.1,35.6,16.8,21.5,15.13,0,Medium,MOP,5.35
Rice,Clay,Kharif,43.3,40.5,2209.1,7.78,25,78.7,37,13.2,29.8,17.5,38.86,1,High,Urea,4.42
Tomato,Black,Kharif,22.2,72.7,743.9,6.96,62.9,9.7,14.8,51.2,15.1,1.1,42.79,0,Medium,"DAP, MOP",24.25
Potato,Black,Kharif,18.6,93.1,686.5,7.83,120.2,72.7,57.4,60.5,19.4,3.9,21.31,0,Medium,Balanced NPK,20.12
Sugarcane,Clay,Kharif,20.9,66.5,1892.9,6.48,57.8,66.1,39.2,64.1,17.1,1.8,33.56,0,Medium,Balanced NPK,69.93
Maize,Alluvial,Rabi,41.6,76.5,936,4.97,86.8,28.6,44.8,20.5,17.1,0.2,3.41,1,High,Balanced NPK,4.69
Sugarcane,Red,Zaid,34.4,34.4,1363.9,4.55,75.5,78,16,41.1,26.8,7.6,26.71,0,Medium,MOP,69.58
Wheat,Alluvial,Rabi,23.6,57.1,573.8,5.71,94,26.6,15.5,22.4,24.9,9.8,2.73,1,Low,MOP,2.91
Rice,Black,Rabi,39.5,37.6,2407.4,7.29,136.5,71.7,48.8,56.3,29.8,6,1.94,0,Medium,Balanced NPK,4.77
Rice,Laterite,Kharif,40.8,69.8,2158.6,7.66,17.2,71.1,78.9,21.1,22.3,1.6,30.84,0,Medium,Urea,4.51
Rice,Sandy Loam,Zaid,40.4,91,2186.7,5.68,84.6,61.8,12.2,73.3,19.3,13.2,15.52,0,High,MOP,4.05
Maize,Laterite,Zaid,42.6,73,1135.6,6.48,122.2,47.3,26.4,26.1,11.8,6.8,37.26,0,High,Balanced NPK,4.93
Sugarcane,Black,Zaid,22.6,35,1953.4,6.18,72.6,14,70.2,30.4,29.9,19.9,44.86,0,Medium,DAP,69.92
Groundnut,Laterite,Kharif,37.7,53.1,530.9,6.14,20.2,44.9,10.4,69.6,21,0.2,7.4,0,Medium,"Urea, MOP",2.07
Groundnut,Red,Rabi,28.8,65.8,219.8,5.43,82.9,31.8,70.7,42.1,24,21.1,36.36,0,Low,Balanced NPK,2.3
Cotton,Red,Zaid,40.3,56.2,245.9,5.05,53.2,64.4,44.3,11.7,18.1,23.9,25.97,1,Medium,Balanced NPK,2.13
Rice,Alluvial,Rabi,36.9,84.2,1549.2,5.29,30.1,61.9,35.6,44.6,21,17.9,6.05,0,High,Urea,4.37
Maize,Laterite,Zaid,38.3,83,1247.4,4.72,120.4,73.3,28.2,15.9,28.9,18.3,32.75,0,High,Balanced NPK,5.16
Sugarcane,Laterite,Zaid,34.7,69.8,1391.4,5.29,77.8,6.1,27.3,79,13.3,23.3,30.67,0,Medium,DAP,70.09
Wheat,Black,Zaid,20.3,54.3,217.2,4.54,131.3,65.7,27.9,51.2,15.8,5.2,26.02,0,Low,Balanced NPK,2.89
Maize,Alluvial,Zaid,31.4,46.6,1172.2,7.01,114.8,75.4,71.4,28,13,24.9,46.36,1,Medium,Balanced NPK,4.84
Rice,Alluvial,Kharif,44.5,36.9,1851.6,5.77,100.1,64.2,59.3,49.5,25.8,19.3,26.29,0,Medium,Balanced NPK,4
Cotton,Laterite,Kharif,43.1,53.1,1218.2,8.39,10.7,14.8,55.2,15.4,11.2,18.2,49.53,0,Medium,"Urea, DAP",1.58
Sugarcane,Sandy Loam,Rabi,16.3,56.9,1884.1,5.27,65.6,11.1,64.9,66,11.6,9,25.71,0,Low,DAP,69.54
Potato,Laterite,Kharif,19.9,73.9,735.9,5.88,35.7,6.6,24.3,74.8,16,13.6,6.23,0,Medium,"Urea, DAP",19.18
Sugarcane,Laterite,Zaid,19,72.8,2070.2,5.93,128.4,52.2,51.4,71.2,20.3,16.3,23.79,0,High,Balanced NPK,70.52
Rice,Laterite,Rabi,36.8,34.6,1553.4,4.53,32.7,52.2,39.5,33.9,18.1,15.5,9.53,0,High,Urea,4.29
Cotton,Red,Rabi,39.5,55.7,684.8,7.86,47.2,79,63.7,32.8,10.9,17.6,30.06,0,Medium,Balanced NPK,1.76
Barley,Clay,Rabi,21.4,41.8,744.5,4.63,77.2,34.9,28.2,12.5,29.1,2.1,34.81,1,Low,Balanced NPK,2.42
Rice,Alluvial,Zaid,30.2,40.2,1644.5,8.26,44.2,29.9,53.2,55.6,29.1,8.9,23.69,0,Medium,Balanced NPK,4.41
Rice,Clay,Zaid,40.2,83.8,2108.9,8.07,37.3,51.8,71.2,47.4,15.6,10.9,5.34,0,High,Urea,4.94
Maize,Red,Rabi,37,32.7,1155.9,6.64,87.9,66.9,35.2,42.2,24.6,6.5,23.7,0,Medium,Balanced NPK,4.89
Soybean,Sandy Loam,Kharif,31.3,57.2,794.1,6.67,21.6,75.3,10,73.5,21.6,4.3,4.53,0,Medium,"Urea, MOP",1.81
Rice,Black,Zaid,32.7,40.9,2194.1,7.12,17.6,65.2,43.7,21.8,14.7,3.5,34.27,1,High,Urea,4.81
Rice,Sandy Loam,Zaid,30.3,87.2,1739.3,6.05,58.4,37,30.9,10.7,15.2,9.2,39.62,0,High,Balanced NPK,4.64
Tomato,Alluvial,Kharif,23.9,66.2,1230.6,7.09,103.7,52.6,55.4,15.1,19.8,12.3,48.14,0,Low,Balanced NPK,25.07
Maize,Black,Rabi,32,45,1322.2,4.68,82.1,69.2,76.3,25.6,18.4,1.6,7.87,1,Medium,Balanced NPK,5.13
Cotton,Clay,Kharif,35.7,62.7,669.8,4.72,65,41.8,41.4,12.3,15.8,23.7,26.85,0,Medium,Balanced NPK,1.81
Rice,Sandy Loam,Zaid,41.2,77.5,1641.6,6.33,83.5,21.3,40,45.2,26.2,19.1,28.59,0,High,Balanced NPK,5
Cotton,Alluvial,Rabi,34.1,92.3,1025.1,6.7,57.5,17.7,54.1,32,19.6,18.3,46.16,0,High,DAP,2.02
Rice,Sandy Loam,Rabi,37.8,44.3,2490,8.05,131.7,5,12.8,22.6,23.1,4.3,31.55,1,High,"DAP, MOP",4.37
Sugarcane,Black,Kharif,19.8,87.6,1304.4,4.92,17.1,58.9,24,62.5,13.8,15.1,7.7,0,Medium,Urea,69.28
Cotton,Black,Zaid,28.8,90.7,1317.5,7.79,97.5,13.3,73.9,24.3,20.7,13.2,22.1,0,Medium,DAP,2.34
Sugarcane,Sandy Loam,Zaid,15.3,89.6,1501.5,5.34,125.9,23.3,55.2,58.1,16.4,24.6,32.91,0,High,Balanced NPK,70.42
Sugarcane,Red,Rabi,22.4,71.3,2308.5,6.08,114.5,27.3,6,34.4,20.5,18.7,35.16,0,High,MOP,70.41
Rice,Sandy Loam,Zaid,36.8,70.9,2041.9,5.77,33.9,47,20.3,45.8,25.6,14.4,43.22,0,High,Urea,4.2
Sugarcane,Clay,Rabi,44.8,56.2,1237.6,6.1,48.5,34.8,56.2,75.4,25.4,21.3,9.44,0,Medium,Balanced NPK,69.78
Sugarcane,Sandy Loam,Rabi,18,78.9,1853,5.1,103.2,55.6,62.3,12.6,17.1,3.9,47.6,0,High,Balanced NPK,69.94
Rice,Sandy Loam,Rabi,27,64.5,1548.3,6.51,21,9.2,68,45,23.9,0.4,3.43,0,Medium,"Urea, DAP",4.45
Maize,Red,Zaid,39,74,1332.4,7.71,115.5,14.3,26.9,69.8,28.8,17.3,49.2,0,High,DAP,5.21
Tomato,Laterite,Kharif,21.1,57.8,642.3,6.27,103.5,42.4,74.8,51.2,22.5,2.5,42.96,0,Low,Balanced NPK,25.11
Maize,Black,Rabi,31.7,77.5,1267.1,6.46,104.8,30.3,46.5,29.4,13,2.9,33.18,1,High,Balanced NPK,5.19
Soybean,Clay,Kharif,37,83.6,765.4,7.9,23,27.2,57.2,37.8,23.6,18.6,36.88,0,High,Urea,2.77
Rice,Alluvial,Kharif,33.5,39.5,2304.1,7.32,103.3,10,49.8,57.6,12.1,6.8,4.1,0,High,DAP,4.1
Tomato,Black,Kharif,20.6,84.1,971.4,6.46,98.4,72.2,14.2,72.4,27.4,15.7,2.55,0,Medium,MOP,24.78
